//###########################################################################################################################
//#                                                                                                                         #
//#  Soil_Layer_Data :: Soil Layer Data to generate Deconvulation Input in DeepSoil                                         #
//#  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -                                      #
//#                                                                                                                         #
//#                                                                                                                         #
//#  GITHUB:: https://github.com/SumeetSinha/REAL-ESSI_Utility_Tools.git                                                    #
//#                                                                                                                         #
//#                                                                                                                         #
//#  Sumeet Kumar Sinha (September,2016)                                                                                    #
//#  Computational Geomechanics Group                                                                                       #
//#  University of California, Davis                                                                                        #
//#  s u m e e t k s i n h a . c o m                                                                                        #
//########################################################################################################################### 


// Each Line represents a layer in DeepSoil
// Num points is always 2
// Thickness[m]  Unit_Weight[kN/m^3]  Shear_Velocity[m/s]  Num_Points[#]      Damping[%]

0.5		21.4	    500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5		21.4	    500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5		21.4	    500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5		21.4	    500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5		21.4	    500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
0.5	    21.4		500		2		5
